Name,Link,Documents,Citations,H-index,Coauthor1,CoauthorNo1,Coauthor2,CoauthorNo2,Coauthor3,CoauthorNo3,Coauthor4,CoauthorNo4,Coauthor5,CoauthorNo5,Coauthor6,CoauthorNo6,Coauthor7,CoauthorNo7,Coauthor8,CoauthorNo8,Topic1,Topic2,Topic3,Topic4,Topic5,article,conference paper,book chapter,editorial,review,book,erratum,letter,Publications2021,Publications2020,Publications2019,Publications2018,Publications2017,Publications2016,Publications2015,Publications2014,Publications2013,Publications2012,Publications2011,Publications2010,Publications2009,Publications2008,Publications2007,Publications2006,Publications2005,Publications2004,Publications2003,Publications2002,Publications2001,Publications2000,Publications1999,Publications1998,Publications1997,Publications1996,Publications1995,Publications1994,Publications1993,Publications1992,Publications1991,Publications1990,Publications1989,Publications1988,Publications1987,Publications1986,Publications1985,Publications1984,Publications1983,Publications1982,Publications1981,Publications1980,Publications1979,Publications1978,Publications1977,Publications1976,Publications1975,Publications1974,Publications1973,Publications1972,Publications1971,Publications1970,Citations2021,Citations2020,Citations2019,Citations2018,Citations2017,Citations2016,Citations2015,Citations2014,Citations2013,Citations2012,Citations2011,Citations2010,Citations2009,Citations2008,Citations2007,Citations2006,Citations2005,Citations2004,Citations2003,Citations2002,Citations2001,Citations2000,Citations1999,Citations1998,Citations1997,Citations1996,Citations1995,Citations1994,Citations1993,Citations1992,Citations1991,Citations1990,Citations1989,Citations1988,Citations1987,Citations1986,Citations1985,Citations1984,Citations1983,Citations1982,Citations1981,Citations1980,Citations1979,Citations1978,Citations1977,Citations1976,Citations1975,Citations1974,Citations1973,Citations1972,Citations1971,Citations1970
"Salaheldin, Ahmed",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=36081995600,9,40,5,"Alsebai, A.",3,"ElSayed, Mahmoud Said",2,"Elkerdawy, Sara",2,"El Sayed, M.",1,"El-Helw, Mohamed",1,"Eldesokey, Abdelrahman",1,"Elkerdawi, Sara Maher",1,"Maher, Sara",1,No topic,No topic,No topic,No topic,No topic,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,1,9,3,6,6,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elwy, Omar",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57204176272,8,50,3,"Madian, Ahmed H.",6,"Soliman, Ahmed M.",3,"AbdelAty, Amr M.",2,"Hassanein, Ahmed M.",1,"Rashad, Somia H.",1,No Coauthor,No Coauthor,No Coauthor,Fractional Order; Differentiators; Low Pass Filters,No topic,No topic,No topic,No topic,5,2,0,0,0,0,1,0,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mohsen, Menna",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57211289614,8,23,3,"Elwakil, Ahmed S.",6,"Madian, Ahmed H.",6,"AboBakr, Ahmed",2,"Bertsias, Panagiotis",1,"Ghoneim, Mohamed S.",1,"Mohammaden, Amr A.",1,"Psychalinos, Costas",1,"Roshdy, Merna",1,Fractional Order; Differentiators; Low Pass Filters,Bioelectrical Impedance; RC Circuit; Sweep Frequency,No topic,No topic,No topic,4,4,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AboBakr, Ahmed",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57203044258,7,132,4,"Said, Lobna A.",5,"Madian, Ahmed H.",4,"Mohsen, Menna",2,"AbdelAty, Amr M.",1,"Azer, Marianne Amir",1,"Eltawil, Ahmed M.",1,"Fouda, Mohammed E.",1,"Mousa, Mostafa A.",1,Fractional Order; Differentiators; Low Pass Filters,Fog Computing; Blockchain; Internet of Things,Bioelectrical Impedance; RC Circuit; Sweep Frequency,Impedance Spectroscopy; Electrical Method; Equivalent Circuits,No topic,2,5,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,56,36,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kishk, Ali",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57204779310,7,50,4,"Bensellak, Taoufik",2,"Fadlelmola, Faisal M.",2,"Ghansah, Anita K.",2,"Ghouila, Amel",2,"Moussa, Ahmed",2,"Mulder, Nicola J.",2,"Musicha, Patrick",2,"Wells, Gordon",2,Human Heredity; Bioinformatics; Life Sciences,Metagenome; Binning; Microbial Genome,Mycobiome; RNA Gene; Otus,Beta 2 Adrenergic Receptor; Asthma; Pharmacogenomics,Colibactin; Fusobacterium Nucleatum; Intestine Flora,3,3,0,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mohammed, Ayman R.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57212308335,7,0,0,"AbdelSalam, Sherif S.",1,"Abdelal, Mohamed A.",1,"Afifi, Mohamed S.",1,"Alhubaishy, Yousef A.",1,"Mohamed, Mostafa O.",1,"Nasser, Kareem A.",1,"Wahby Shalaby, Mohamed A.",1,No Coauthor,Steel Fibers; Self Compacting Concrete; Concrete Slabs,No topic,No topic,No topic,No topic,1,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saleh, Mahmood Abdallah",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57203917895,7,23,3,"Ammar, Hossam Hassan",3,"Radwan, Ahmed G.",3,"Azar, Ahmad Taher",2,"Elsamanty, M.",2,"Abdelwahed, Mohamed Abdallah",1,"Barakat, Mohamed Hesham",1,"Wahby Shalaby, Mohamed A.",1,No Coauthor,Inverted Pendulum; Mobile Robots; Nonholonomic Constraints,No topic,No topic,No topic,No topic,2,4,0,0,1,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Selim, Sahar",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57191887166,7,45,2,"Tantawi, Manal Mohsen",4,"Abouelsaadat, Wael",1,"Elhinamy, Ethar",1,"Fangoh, Ahmed Mabrouk",1,"Othman, Hisham A.",1,"Salem, Mohammed Abdel Megeed M.",1,No Coauthor,No Coauthor,Motor Imagery; Brain Computer Interface; Visual Evoked Potentials,Seizures; Electrocorticography; Epilepsy,No topic,No topic,No topic,1,6,0,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El-Helw, Mohamed",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=55545967500,6,13,2,"Yogamani, Senthil Kumar",2,"Das, Arindam",1,"El-Sayed, Agwad",1,"Elrahman, Ahmed Abd",1,"Elshawi, Radwa",1,"Křížek, Pavel",1,"Maher, Sara",1,"Sakr, Sherif",1,No topic,No topic,No topic,No topic,No topic,0,6,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ghoneim, Mohamed S.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57220091504,6,5,1,"Hesham, Rana",2,"Mohammaden, Amr A.",2,"Radwan, Ahmed G.",2,"Said, Lobna A.",2,"Elgharib, Yousef H.",1,"Hatem, Shahenda",1,"Khalil, Nariman A.",1,"Mohsen, Menna",1,Smart Cities; Municipal Administration; Internet of Things,No topic,No topic,No topic,No topic,2,4,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hassanein, Ahmed M.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57193562434,6,12,2,"Said, Lobna A.",4,"Dakheel, M. M.",2,"Elsafty, Abdulaziz H.",2,"Ahmed, Rania F.",1,"Elwy, Omar",1,"Fouad, R. A.",1,"Soliman, Ahmed M.",1,"Soltan, Ahmed",1,Memristors; RRAM; Chaotic Circuit,Fractional Order; Differentiators; Low Pass Filters,No topic,No topic,No topic,1,5,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Karam, Ahmed",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57195722107,6,22,3,"Bakhoum, E. S.",2,"Elawwad, Abdelsalam",2,"Mostafa, Mohamed K.",2,"Peters, Robert W.",2,"Elshfai, Maha M.",1,"Farag, Rabie Saad",1,No Coauthor,No Coauthor,Photobioreactors; Nutrient Removal; Scenedesmus,Iron Nanoparticle; Dechlorination; Reactive Barrier,No topic,No topic,No topic,4,2,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kasem, Tamer H.M.A.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=36559596500,6,16,2,"Azmy, Amir",1,"Briganti, Riccardo",1,"Dodd, Nicholas",1,"El-Sakka, Alia",1,"Elhadidi, Basman M.",1,"Guaily, Amr G.",1,"Hafez, Ahmed H.",1,"Madhouly Abdelrahman, Mohamed",1,Trombe Walls; Solar Chimneys; Natural Ventilation,No topic,No topic,No topic,No topic,2,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,2,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lotfy, Amr M.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=36904246600,6,14,2,"Ismail, Yehea I.",3,"Kurd, Nasser A.",3,"Abdelfattah, Moataz A.",2,"Taylor, Greg F.",2,"Abdelsalam, Mohamed",1,"Farooq, Syed Feruz",1,"Mosalikanti, Praveen",1,"Safwat, Sally",1,All-Digital; Phase Locked Loops; Jitter,Decision Feedback Equalizers; Equalizers (Circuits); Pulse Amplitude Modulation,No topic,No topic,No topic,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mousa, Mostafa A.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57215287388,6,7,2,"Soliman, Menna Allah",4,"Elsamanty, M.",2,"AboBakr, Ahmed",1,"ElHussieny, Amal",1,"Elwakil, Ahmed S.",1,"Everitt, Nicola M.",1,"Fahim, Irene Samy",1,"Faisal, Marwa",1,Impedance Spectroscopy; Electrical Method; Equivalent Circuits,No topic,No topic,No topic,No topic,3,2,0,0,1,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shoukry, Omar K.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=55813650200,6,160,3,"ElBatt, Tamer A.",2,"Wanas, Nayer M.",2,"Abd El Mohsen, Mohamed A.",1,"Abdelkader, Ahmed I.",1,"El-Laithy, Hanan M.",1,"Elmohsen, M. Abd",1,"Elnakieb, Yaser A.",1,"Khairy, Mohamed M.",1,No topic,No topic,No topic,No topic,No topic,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,19,15,14,22,20,14,13,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Soliman, Menna Allah",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57208177012,6,15,2,"Radwan, Ahmed G.",3,"Ammar, Hossam Hassan",2,"Elsamanty, M.",2,"Azar, Ahmad Taher",1,"Wahby Shalaby, Mohamed A.",1,No Coauthor,No Coauthor,No Coauthor,No topic,No topic,No topic,No topic,No topic,2,3,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Taie, Mostafa Anwar",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=55613285100,6,18,2,"El-Faramawy, Ibrahim",1,"Elmawazini, Mohamed",1,"Moawad, Eman Magdy",1,"Nagiub, Mena",1,"Nasreldin, Karim Mohammed",1,"Sadik, Mostafa",1,No Coauthor,No Coauthor,Concurrency; Deadlock; Atomicity,Execution Time; Timing Analysis; Cache,Range Finders; Lidar; Laser Scanner,Advanced Driver Assistance Systems; Road Traffic; Crashes,No topic,1,5,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wafa, Mohamed I.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=54403992500,6,16,2,"El-Naggar, Sahar A.",2,"Elboushi, Mostafa Khaled",1,"Elgharably, Mohamed Hesham",1,"Galal, Osama H.",1,"Nagy, Shady Ahmed",1,No Coauthor,No Coauthor,No Coauthor,Chaotic Attractor; Chua's Circuit; Scroll,No topic,No topic,No topic,No topic,4,2,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yassin, Heba M.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57205215264,6,10,2,"El-Batawy, Yasser M.",2,"Madian, Ahmed H.",2,"Mahran, Sara E.",2,"Psychalinos, Costas",2,"Said, Lobna A.",2,"Abdel-Gawad, Ahmed H.",1,"Ghoneim, Mohamed S.",1,"Hesham, Rana",1,Image Encryption; Chaotic Map; Hyperchaotic System,Thin Film Solar Cells; Organic Photovoltaics; Plasmonics,Fractional Order; Differentiators; Low Pass Filters,No topic,No topic,3,3,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abdelrahman, Doaa K.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57217130718,5,12,1,"Radwan, Ahmed G.",3,"Said, Lobna A.",3,"Adra, Ali",2,"Al-Shamli, Siham",2,"AlNuaimi, Nawaf",2,"Bensid, Lynda",2,"Cheaito, Mohamad Ali",2,"El Hayek, Samer",2,No topic,No topic,No topic,No topic,No topic,1,2,0,0,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ahmed, Ahmed",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57191043568,5,8,2,"Gaudy, Rémy",2,"Kleiner, Mathias",2,"Larat, Bertrand",2,"Mekky, Mostafa",2,"Sharf, Samy",2,"Abdelhamied, Mohamed",1,"Abdelhamied, Rafaat",1,"Elhamied, Mohamed Abd",1,Interoperability; Information Model; Smart Grid,Manufacturing Execution System; Industry 4.0; Service-Oriented Architecture,No topic,No topic,No topic,2,3,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amer, Karim",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57201859388,5,37,4,"Samy, Mohamed",2,"Shaker, Mahmoud S.",2,"Eissa, Kareem",1,"El-Zehiry, Noha Youssry",1,"Elattar, Mustafa A.",1,"Funka-Lea, Gareth D.",1,"Jacob, Athira",1,"Nassar, Ahmed Samy",1,Object Detection; CNN; IOU,Vehicle Detection; Aerial Image; Unmanned Aerial Vehicles,No topic,No topic,No topic,0,5,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Azzam, Mohamed",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57191256895,5,1,1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Open Government; E-Participation; E-Governance,Foresight; Innovation Policy; Technology and Innovation,Asian Financial Crisis; Protectionism; ASEAN Economic Community,No topic,No topic,0,5,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Baradei, Sherine A.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=22984826900,5,12,2,"Yassin, Rawnaa",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Evapotranspiration; Crop Coefficient; Lysimeters,Net Cash Income; Bales; Serf,No topic,No topic,No topic,3,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ElHakim, Reda",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=35791659400,5,37,3,"Abdelwahab, Moataz M.",1,"Eldesokey, Abdelrahman",1,"Nassar, Ahmed Samy",1,"Orfy, Adel",1,"Samy, Mohamed",1,"Shaker, Mahmoud S.",1,No Coauthor,No Coauthor,Object Detection; CNN; IOU,Character Recognition; Tesseract; Template Matching,Vehicle Detection; Aerial Image; Unmanned Aerial Vehicles,No topic,No topic,0,5,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,9,3,2,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ElHussieny, Amal",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57205555543,5,16,3,"Faisal, Marwa",5,"D'Angelo, Giacomo",3,"Aboulkhair, Nesma T.",1,"Ali, Korany A.K.",1,"Mousa, Mostafa A.",1,"Pal, Kaushik",1,No Coauthor,No Coauthor,Edible Films; Active Food Packaging; Elongation at Break,Chitin; Shrimp Shells; Di-O-Butyrylchitin,No topic,No topic,No topic,4,1,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ezzat, Mohamed Omar",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57215126548,5,6,2,"Kassem, Sally S.",2,"Abdelnabby, Mahmoud",1,"Eljazzar, Maged M.",1,"Fayed, Ahmed Mohamed",1,"Hegazy, Mostafa",1,No Coauthor,No Coauthor,No Coauthor,Short-Term Load Forecasting; Electricity Price; Power Markets,Performance Measurement System; Supply Chain Performance; Key Performance Indicators,No topic,No topic,No topic,0,5,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
